subject,predicate,object
http://purl.obolibrary.org/obo/CHEBI_15647,imported from,http://purl.obolibrary.org/obo/chebi.owl
http://purl.obolibrary.org/obo/CHEBI_15647,in_subset,http://purl.oboInOwllibrary.org/oboInOwl/chebi#3_STAR
http://purl.obolibrary.org/obo/CHEBI_15647,Class ID_0,http://purl.obolibrary.org/obo/CHEBI_15647
http://purl.obolibrary.org/obo/BTO_0003036,Preferred Label,"[""hippocampal cell line""]"
http://purl.obolibrary.org/obo/BTO_0003036,Parents,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/BTO_0003036,http://data.bioontology.org/metadata/prefixIRI,BTO:0003036
http://purl.obolibrary.org/obo/BTO_0003036,http://purl.obolibrary.org/obo/hasOBONamespace,BrendaTissueOBO
http://purl.obolibrary.org/obo/BTO_0003036,http://purl.obolibrary.org/obo/id,BTO:0003036
http://purl.obolibrary.org/obo/BTO_0003036,http://www.w3.org/2000/01/rdf-schema#label,hippocampal cell line
http://purl.obolibrary.org/obo/BTO_0003036,imported from,http://purl.obolibrary.org/obo/bto.owl
http://purl.obolibrary.org/obo/BTO_0003036,Class ID_0,http://purl.obolibrary.org/obo/BTO_0003036
http://purl.obolibrary.org/obo/DOID_9553,Preferred Label,"[""adrenal gland disease""]"
http://purl.obolibrary.org/obo/DOID_9553,Definitions,An endocrine system disease that is located_in the adrenal gland.
http://purl.obolibrary.org/obo/DOID_9553,Parents,http://purl.obolibrary.org/obo/DOID_28
http://purl.obolibrary.org/obo/DOID_9553,definition,An endocrine system disease that is located_in the adrenal gland.
http://purl.obolibrary.org/obo/DOID_9553,http://data.bioontology.org/metadata/prefixIRI,DOID:9553
http://purl.obolibrary.org/obo/DOID_9553,http://purl.obolibrary.org/obo/hasDbXref,ICD9CM:255
http://purl.obolibrary.org/obo/DOID_9553,http://purl.obolibrary.org/obo/hasDbXref_0,UMLS_CUI:C0001621
http://purl.obolibrary.org/obo/DOID_9553,http://purl.obolibrary.org/obo/hasDbXref_1,SNOMEDCT_US_2016_03_01:30171000
http://purl.obolibrary.org/obo/DOID_9553,http://purl.obolibrary.org/obo/hasDbXref_2,MESH:D000307
http://purl.obolibrary.org/obo/DOID_9553,http://purl.obolibrary.org/obo/hasDbXref_3,ICD9CM:255.9
http://purl.obolibrary.org/obo/DOID_9553,http://purl.obolibrary.org/obo/hasDbXref_4,ICD10CM:E27.9
http://purl.obolibrary.org/obo/DOID_9553,http://purl.obolibrary.org/obo/hasDbXref_5,NCI:C26690
http://purl.obolibrary.org/obo/DOID_9553,http://purl.obolibrary.org/obo/hasDbXref_6,SNOMEDCT_US_2016_03_01:154704000
http://purl.obolibrary.org/obo/DOID_9553,http://purl.obolibrary.org/obo/hasDbXref_7,SNOMEDCT_US_2016_03_01:190532009
http://purl.obolibrary.org/obo/DOID_9553,http://purl.obolibrary.org/obo/hasOBONamespace,disease_ontology
http://purl.obolibrary.org/obo/DOID_9553,http://purl.obolibrary.org/obo/id,DOID:9553
http://purl.obolibrary.org/obo/DOID_9553,http://www.w3.org/2000/01/rdf-schema#label,adrenal gland disease
http://purl.obolibrary.org/obo/DOID_9553,imported from,http://purl.obolibrary.org/obo/doid.owl
http://purl.obolibrary.org/obo/DOID_9553,Class ID_0,http://purl.obolibrary.org/obo/DOID_9553
http://www.drugtargetontology.org/dto/DTO_01200340,Preferred Label,"[""TTYH2 gene""]"
http://www.drugtargetontology.org/dto/DTO_01200340,Definitions,"This gene encodes a member of the tweety family of proteins. Members of this family function as chloride anion channels. The encoded protein functions as a calcium(2+)-activated large conductance chloride(-) channel, and may play a role in kidney tumorigenesis. Two transcript variants encoding distinct isoforms have been identified for this gene. [provided by RefSeq, Jul 2008]"
http://www.drugtargetontology.org/dto/DTO_01200340,Parents,http://www.drugtargetontology.org/dto/DTO_01400373
http://www.drugtargetontology.org/dto/DTO_01200340,definition,"This gene encodes a member of the tweety family of proteins. Members of this family function as chloride anion channels. The encoded protein functions as a calcium(2+)-activated large conductance chloride(-) channel, and may play a role in kidney tumorigenesis. Two transcript variants encoding distinct isoforms have been identified for this gene. [provided by RefSeq, Jul 2008]"
http://www.drugtargetontology.org/dto/DTO_01200340,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_01200340
http://www.drugtargetontology.org/dto/DTO_01200340,http://www.drugtargetontology.org/dto/entrez_xref,94015
http://www.drugtargetontology.org/dto/DTO_01200340,http://www.drugtargetontology.org/dto/geneSymbol,TTYH2
http://www.drugtargetontology.org/dto/DTO_01200340,http://www.drugtargetontology.org/dto/geneSynonym,C17orf29
http://www.drugtargetontology.org/dto/DTO_01200340,http://www.w3.org/2000/01/rdf-schema#label,TTYH2 gene
http://www.drugtargetontology.org/dto/DTO_01200340,Class ID_0,http://www.drugtargetontology.org/dto/DTO_01200340
http://www.drugtargetontology.org/dto/DTO_62000168,Preferred Label,"[""MET427 in KPCD""]"
http://www.drugtargetontology.org/dto/DTO_62000168,Parents,http://purl.obolibrary.org/obo/CHEBI_16044
http://www.drugtargetontology.org/dto/DTO_62000168,has role,http://www.drugtargetontology.org/dto/DTO_00000002
http://www.drugtargetontology.org/dto/DTO_62000168,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_62000168
http://www.drugtargetontology.org/dto/DTO_62000168,http://www.w3.org/2000/01/rdf-schema#label,MET427 in KPCD
http://www.drugtargetontology.org/dto/DTO_62000168,Class ID_0,http://www.drugtargetontology.org/dto/DTO_62000168
http://www.drugtargetontology.org/dto/DTO_61000432,Preferred Label,"[""TGFBR1 kinase domain""]"
http://www.drugtargetontology.org/dto/DTO_61000432,Definitions,"Transforming growth factor, beta receptor 1; AAT5; ACVRLK4; ALK5; ALK-5; LDS1A; LDS2A; SKR4; TGFBR1; TGFR-1"
http://www.drugtargetontology.org/dto/DTO_61000432,Parents,http://www.drugtargetontology.org/dto/DTO_61000000
http://www.drugtargetontology.org/dto/DTO_61000432,definition,"Transforming growth factor, beta receptor 1; AAT5; ACVRLK4; ALK5; ALK-5; LDS1A; LDS2A; SKR4; TGFBR1; TGFR-1"
http://www.drugtargetontology.org/dto/DTO_61000432,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_61000432
http://www.drugtargetontology.org/dto/DTO_61000432,http://www.drugtargetontology.org/dto/lincs_id,200433
http://www.drugtargetontology.org/dto/DTO_61000432,http://www.w3.org/2000/01/rdf-schema#label,TGFBR1 kinase domain
http://www.drugtargetontology.org/dto/DTO_61000432,Class ID_0,http://www.drugtargetontology.org/dto/DTO_61000432
http://purl.obolibrary.org/obo/DOID_2744,Preferred Label,"[""pyelitis""]"
http://purl.obolibrary.org/obo/DOID_2744,Parents,http://purl.obolibrary.org/obo/DOID_557
http://purl.obolibrary.org/obo/DOID_2744,http://data.bioontology.org/metadata/prefixIRI,DOID:2744
http://purl.obolibrary.org/obo/DOID_2744,http://purl.obolibrary.org/obo/hasDbXref,MESH:D011702
http://purl.obolibrary.org/obo/DOID_2744,http://purl.obolibrary.org/obo/hasDbXref_0,NCI:C34964
http://purl.obolibrary.org/obo/DOID_2744,http://purl.obolibrary.org/obo/hasDbXref_1,UMLS_CUI:C0034183
http://purl.obolibrary.org/obo/DOID_2744,http://purl.obolibrary.org/obo/hasDbXref_2,SNOMEDCT_US_2016_03_01:197780007
http://purl.obolibrary.org/obo/DOID_2744,http://purl.obolibrary.org/obo/hasDbXref_3,ICD10CM:N12
http://purl.obolibrary.org/obo/DOID_2744,http://purl.obolibrary.org/obo/hasDbXref_4,SNOMEDCT_US_2016_03_01:27174002
http://purl.obolibrary.org/obo/DOID_2744,http://purl.obolibrary.org/obo/hasOBONamespace,disease_ontology
http://purl.obolibrary.org/obo/DOID_2744,http://purl.obolibrary.org/obo/id,DOID:2744
http://purl.obolibrary.org/obo/DOID_2744,http://www.w3.org/2000/01/rdf-schema#label,pyelitis
http://purl.obolibrary.org/obo/DOID_2744,imported from,http://purl.obolibrary.org/obo/doid.owl
http://purl.obolibrary.org/obo/DOID_2744,Class ID_0,http://purl.obolibrary.org/obo/DOID_2744
http://www.drugtargetontology.org/dto/DTO_01200050,Preferred Label,"[""CACNB3 gene""]"
http://www.drugtargetontology.org/dto/DTO_01200050,Definitions,"This gene encodes a regulatory beta subunit of the voltage-dependent calcium channel. Beta subunits are composed of five domains, which contribute to the regulation of surface expression and gating of calcium channels and may also play a role in the regulation of transcription factors and calcium transport. [provided by RefSeq, Oct 2011]"
http://www.drugtargetontology.org/dto/DTO_01200050,Parents,http://www.drugtargetontology.org/dto/DTO_01400334
http://www.drugtargetontology.org/dto/DTO_01200050,definition,"This gene encodes a regulatory beta subunit of the voltage-dependent calcium channel. Beta subunits are composed of five domains, which contribute to the regulation of surface expression and gating of calcium channels and may also play a role in the regulation of transcription factors and calcium transport. [provided by RefSeq, Oct 2011]"
http://www.drugtargetontology.org/dto/DTO_01200050,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_01200050
http://www.drugtargetontology.org/dto/DTO_01200050,http://www.drugtargetontology.org/dto/entrez_xref,784
http://www.drugtargetontology.org/dto/DTO_01200050,http://www.drugtargetontology.org/dto/geneSymbol,CACNB3
http://www.drugtargetontology.org/dto/DTO_01200050,http://www.drugtargetontology.org/dto/geneSynonym,CACNLB3
http://www.drugtargetontology.org/dto/DTO_01200050,http://www.w3.org/2000/01/rdf-schema#label,CACNB3 gene
http://www.drugtargetontology.org/dto/DTO_01200050,Class ID_0,http://www.drugtargetontology.org/dto/DTO_01200050
http://purl.obolibrary.org/obo/BTO_0002042,Preferred Label,"[""dendritic cell""]"
http://purl.obolibrary.org/obo/BTO_0002042,Definitions,"A special type of cell that is a key regulator of the immune system, acting as a professional antigen-presenting cell, APC, capable of activating naive T cells and stimulating the growth and differentiation of B cells. Dendritic cells are found, for example, in the lymph nodes and spleen. As an APC, a dendritic cell can retain antigen for long periods on its surface, present the antigen to a T or B cell and so influence their behavior."
http://purl.obolibrary.org/obo/BTO_0002042,Parents,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/BTO_0002042,definition,"A special type of cell that is a key regulator of the immune system, acting as a professional antigen-presenting cell, APC, capable of activating naive T cells and stimulating the growth and differentiation of B cells. Dendritic cells are found, for example, in the lymph nodes and spleen. As an APC, a dendritic cell can retain antigen for long periods on its surface, present the antigen to a T or B cell and so influence their behavior."
http://purl.obolibrary.org/obo/BTO_0002042,http://data.bioontology.org/metadata/prefixIRI,BTO:0002042
http://purl.obolibrary.org/obo/BTO_0002042,http://purl.obolibrary.org/obo/hasOBONamespace,BrendaTissueOBO
http://purl.obolibrary.org/obo/BTO_0002042,http://purl.obolibrary.org/obo/hasRelatedSynonym,interdigitating cell
http://purl.obolibrary.org/obo/BTO_0002042,http://purl.obolibrary.org/obo/hasRelatedSynonym_0,reticular cell
http://purl.obolibrary.org/obo/BTO_0002042,http://purl.obolibrary.org/obo/hasRelatedSynonym_1,veiled cell
http://purl.obolibrary.org/obo/BTO_0002042,http://purl.obolibrary.org/obo/id,BTO:0002042
http://purl.obolibrary.org/obo/BTO_0002042,http://www.w3.org/2000/01/rdf-schema#label,dendritic cell
http://purl.obolibrary.org/obo/BTO_0002042,imported from,http://purl.obolibrary.org/obo/bto.owl
http://purl.obolibrary.org/obo/BTO_0002042,Class ID_0,http://purl.obolibrary.org/obo/BTO_0002042
http://purl.obolibrary.org/obo/BTO_0000141,Preferred Label,"[""bone marrow""]"
http://purl.obolibrary.org/obo/BTO_0000141,Definitions,"The soft, fatty, vascular tissue that fills most bone cavities and is the source of red blood cells and many white blood cells."
http://purl.obolibrary.org/obo/BTO_0000141,Parents,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/BTO_0000141,definition,"The soft, fatty, vascular tissue that fills most bone cavities and is the source of red blood cells and many white blood cells."
http://purl.obolibrary.org/obo/BTO_0000141,http://data.bioontology.org/metadata/prefixIRI,BTO:0000141
http://purl.obolibrary.org/obo/BTO_0000141,http://purl.obolibrary.org/obo/hasOBONamespace,BrendaTissueOBO
http://purl.obolibrary.org/obo/BTO_0000141,http://purl.obolibrary.org/obo/hasRelatedSynonym,medulla of bone
http://purl.obolibrary.org/obo/BTO_0000141,http://purl.obolibrary.org/obo/hasRelatedSynonym_0,medulla ossium
http://purl.obolibrary.org/obo/BTO_0000141,http://purl.obolibrary.org/obo/hasRelatedSynonym_1,medulla ossea
http://purl.obolibrary.org/obo/BTO_0000141,http://purl.obolibrary.org/obo/id,BTO:0000141
http://purl.obolibrary.org/obo/BTO_0000141,http://www.w3.org/2000/01/rdf-schema#label,bone marrow
http://purl.obolibrary.org/obo/BTO_0000141,imported from,http://purl.obolibrary.org/obo/bto.owl
http://purl.obolibrary.org/obo/BTO_0000141,Class ID_0,http://purl.obolibrary.org/obo/BTO_0000141
http://www.drugtargetontology.org/dto/DTO_01400357,Preferred Label,"[""The phagocyte (gp91(phox)) nadph oxidase family gene""]"
http://www.drugtargetontology.org/dto/DTO_01400357,Parents,http://www.drugtargetontology.org/dto/DTO_01400327
http://www.drugtargetontology.org/dto/DTO_01400357,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_01400357
http://www.drugtargetontology.org/dto/DTO_01400357,http://www.w3.org/2000/01/rdf-schema#label,The phagocyte (gp91(phox)) nadph oxidase family gene
http://www.drugtargetontology.org/dto/DTO_01400357,Class ID_0,http://www.drugtargetontology.org/dto/DTO_01400357
http://www.drugtargetontology.org/dto/DTO_01400404,Preferred Label,"[""CNGA3 subfamily gene""]"
http://www.drugtargetontology.org/dto/DTO_01400404,Parents,http://www.drugtargetontology.org/dto/DTO_01400343
http://www.drugtargetontology.org/dto/DTO_01400404,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_01400404
http://www.drugtargetontology.org/dto/DTO_01400404,http://www.w3.org/2000/01/rdf-schema#label,CNGA3 subfamily gene
http://www.drugtargetontology.org/dto/DTO_01400404,Class ID_0,http://www.drugtargetontology.org/dto/DTO_01400404
http://www.drugtargetontology.org/dto/DTO_03200522,Preferred Label,"[""TEX14 gene""]"
http://www.drugtargetontology.org/dto/DTO_03200522,Definitions,"The protein encoded by this gene is necessary for intercellular bridges in germ cells, which are required for spermatogenesis. Three transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Jan 2011]"
http://www.drugtargetontology.org/dto/DTO_03200522,Parents,http://www.drugtargetontology.org/dto/DTO_03400233
http://www.drugtargetontology.org/dto/DTO_03200522,definition,"The protein encoded by this gene is necessary for intercellular bridges in germ cells, which are required for spermatogenesis. Three transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Jan 2011]"
http://www.drugtargetontology.org/dto/DTO_03200522,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_03200522
http://www.drugtargetontology.org/dto/DTO_03200522,http://www.drugtargetontology.org/dto/entrez_xref,56155
http://www.drugtargetontology.org/dto/DTO_03200522,http://www.drugtargetontology.org/dto/geneSymbol,TEX14
http://www.drugtargetontology.org/dto/DTO_03200522,http://www.drugtargetontology.org/dto/geneSynonym,SGK307
http://www.drugtargetontology.org/dto/DTO_03200522,http://www.w3.org/2000/01/rdf-schema#label,TEX14 gene
http://www.drugtargetontology.org/dto/DTO_03200522,Class ID_0,http://www.drugtargetontology.org/dto/DTO_03200522
http://www.drugtargetontology.org/dto/DTO_02200725,Preferred Label,"[""OXTR gene""]"
http://www.drugtargetontology.org/dto/DTO_02200725,Definitions,"An oxytocin receptor that is encoded in the genome of human. [PRO:WCB, UniProtKB:P30559] "
http://www.drugtargetontology.org/dto/DTO_02200725,Parents,http://www.drugtargetontology.org/dto/DTO_02400002
http://www.drugtargetontology.org/dto/DTO_02200725,definition,"An oxytocin receptor that is encoded in the genome of human. [PRO:WCB, UniProtKB:P30559] "
http://www.drugtargetontology.org/dto/DTO_02200725,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_02200725
http://www.drugtargetontology.org/dto/DTO_02200725,http://www.drugtargetontology.org/dto/entrez_xref,5021
http://www.drugtargetontology.org/dto/DTO_02200725,http://www.drugtargetontology.org/dto/geneSymbol,OXTR
http://www.drugtargetontology.org/dto/DTO_02200725,http://www.w3.org/2000/01/rdf-schema#label,OXTR gene
http://www.drugtargetontology.org/dto/DTO_02200725,Class ID_0,http://www.drugtargetontology.org/dto/DTO_02200725
http://purl.obolibrary.org/obo/BTO_0002773,Preferred Label,"[""salivary gland cancer cell""]"
http://purl.obolibrary.org/obo/BTO_0002773,Definitions,Cancer of the salivary gland is a malignant tumor of the tissues that produce saliva.
http://purl.obolibrary.org/obo/BTO_0002773,Parents,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/BTO_0002773,definition,Cancer of the salivary gland is a malignant tumor of the tissues that produce saliva.
http://purl.obolibrary.org/obo/BTO_0002773,http://data.bioontology.org/metadata/prefixIRI,BTO:0002773
http://purl.obolibrary.org/obo/BTO_0002773,http://purl.obolibrary.org/obo/hasOBONamespace,BrendaTissueOBO
http://purl.obolibrary.org/obo/BTO_0002773,http://purl.obolibrary.org/obo/hasRelatedSynonym,salivary gland tumor cell
http://purl.obolibrary.org/obo/BTO_0002773,http://purl.obolibrary.org/obo/hasRelatedSynonym_0,salivary gland tumour cell
http://purl.obolibrary.org/obo/BTO_0002773,http://purl.obolibrary.org/obo/id,BTO:0002773
http://purl.obolibrary.org/obo/BTO_0002773,http://www.w3.org/2000/01/rdf-schema#label,salivary gland cancer cell
http://purl.obolibrary.org/obo/BTO_0002773,imported from,http://purl.obolibrary.org/obo/bto.owl
http://purl.obolibrary.org/obo/BTO_0002773,Class ID_0,http://purl.obolibrary.org/obo/BTO_0002773
http://purl.obolibrary.org/obo/BTO_0003418,Preferred Label,"[""biceps femoris""]"
http://purl.obolibrary.org/obo/BTO_0003418,Definitions,Biceps of the femur.
http://purl.obolibrary.org/obo/BTO_0003418,Parents,http://www.drugtargetontology.org/dto/DTO_00000018
http://purl.obolibrary.org/obo/BTO_0003418,Parents_0,http://purl.obolibrary.org/obo/BTO_0003178
http://purl.obolibrary.org/obo/BTO_0003418,definition,Biceps of the femur.
http://purl.obolibrary.org/obo/BTO_0003418,http://data.bioontology.org/metadata/prefixIRI,BTO:0003418
http://purl.obolibrary.org/obo/BTO_0003418,http://purl.obolibrary.org/obo/hasOBONamespace,BrendaTissueOBO
http://purl.obolibrary.org/obo/BTO_0003418,http://purl.obolibrary.org/obo/hasRelatedSynonym,biceps femoris muscle
http://purl.obolibrary.org/obo/BTO_0003418,http://purl.obolibrary.org/obo/id,BTO:0003418
http://purl.obolibrary.org/obo/BTO_0003418,http://www.w3.org/2000/01/rdf-schema#label,biceps femoris
http://purl.obolibrary.org/obo/BTO_0003418,imported from,http://purl.obolibrary.org/obo/bto.owl
http://purl.obolibrary.org/obo/BTO_0003418,Class ID_0,http://purl.obolibrary.org/obo/BTO_0003418
http://www.drugtargetontology.org/dto/DTO_61000325,Preferred Label,"[""PAK3 kinase domain""]"
http://www.drugtargetontology.org/dto/DTO_61000325,Definitions,P21 protein (Cdc42/Rac)-activated kinase 3; bPAK; CDKN1A; hPAK3; MRX30; MRX47; OPHN3; PAK3; PAK3beta
http://www.drugtargetontology.org/dto/DTO_61000325,Parents,http://www.drugtargetontology.org/dto/DTO_61000000
http://www.drugtargetontology.org/dto/DTO_61000325,definition,P21 protein (Cdc42/Rac)-activated kinase 3; bPAK; CDKN1A; hPAK3; MRX30; MRX47; OPHN3; PAK3; PAK3beta
http://www.drugtargetontology.org/dto/DTO_61000325,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_61000325
http://www.drugtargetontology.org/dto/DTO_61000325,http://www.drugtargetontology.org/dto/lincs_id,200304
http://www.drugtargetontology.org/dto/DTO_61000325,http://www.w3.org/2000/01/rdf-schema#label,PAK3 kinase domain
http://www.drugtargetontology.org/dto/DTO_61000325,Class ID_0,http://www.drugtargetontology.org/dto/DTO_61000325
http://www.drugtargetontology.org/dto/DTO_61000372,Preferred Label,"[""PRKX kinase domain""]"
http://www.drugtargetontology.org/dto/DTO_61000372,Definitions,"Protein kinase, X-linked; PKX1; PRKX"
http://www.drugtargetontology.org/dto/DTO_61000372,Parents,http://www.drugtargetontology.org/dto/DTO_61000000
http://www.drugtargetontology.org/dto/DTO_61000372,definition,"Protein kinase, X-linked; PKX1; PRKX"
http://www.drugtargetontology.org/dto/DTO_61000372,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_61000372
http://www.drugtargetontology.org/dto/DTO_61000372,http://www.drugtargetontology.org/dto/lincs_id,200365
http://www.drugtargetontology.org/dto/DTO_61000372,http://www.w3.org/2000/01/rdf-schema#label,PRKX kinase domain
http://www.drugtargetontology.org/dto/DTO_61000372,Class ID_0,http://www.drugtargetontology.org/dto/DTO_61000372
http://www.drugtargetontology.org/dto/DTO_01400377,Preferred Label,"[""Acid-sensing ion channel 2 (ASIC2) subfamily gene""]"
http://www.drugtargetontology.org/dto/DTO_01400377,Parents,http://www.drugtargetontology.org/dto/DTO_01400330
http://www.drugtargetontology.org/dto/DTO_01400377,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_01400377
http://www.drugtargetontology.org/dto/DTO_01400377,http://www.w3.org/2000/01/rdf-schema#label,Acid-sensing ion channel 2 (ASIC2) subfamily gene
http://www.drugtargetontology.org/dto/DTO_01400377,Class ID_0,http://www.drugtargetontology.org/dto/DTO_01400377
http://www.drugtargetontology.org/dto/DTO_02200747,Preferred Label,"[""PTGFR gene""]"
http://www.drugtargetontology.org/dto/DTO_02200747,Definitions,"A prostaglandin F2-alpha receptor that is encoded in the genome of human. [PRO:WCB, UniProtKB:P43088] "
http://www.drugtargetontology.org/dto/DTO_02200747,Parents,http://www.drugtargetontology.org/dto/DTO_02400002
http://www.drugtargetontology.org/dto/DTO_02200747,definition,"A prostaglandin F2-alpha receptor that is encoded in the genome of human. [PRO:WCB, UniProtKB:P43088] "
http://www.drugtargetontology.org/dto/DTO_02200747,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_02200747
http://www.drugtargetontology.org/dto/DTO_02200747,http://www.drugtargetontology.org/dto/entrez_xref,5737
http://www.drugtargetontology.org/dto/DTO_02200747,http://www.drugtargetontology.org/dto/geneSymbol,PTGFR
http://www.drugtargetontology.org/dto/DTO_02200747,http://www.w3.org/2000/01/rdf-schema#label,PTGFR gene
http://www.drugtargetontology.org/dto/DTO_02200747,Class ID_0,http://www.drugtargetontology.org/dto/DTO_02200747
http://purl.obolibrary.org/obo/DOID_2645,Preferred Label,"[""benign mesothelioma""]"
http://purl.obolibrary.org/obo/DOID_2645,Definitions,A cell type benign neoplasm that has_material_basis in mesothelium.
http://purl.obolibrary.org/obo/DOID_2645,Parents,http://purl.obolibrary.org/obo/DOID_0060084
http://purl.obolibrary.org/obo/DOID_2645,definition,A cell type benign neoplasm that has_material_basis in mesothelium.
http://purl.obolibrary.org/obo/DOID_2645,http://data.bioontology.org/metadata/prefixIRI,DOID:2645
http://purl.obolibrary.org/obo/DOID_2645,http://purl.obolibrary.org/obo/hasAlternativeId,DOID:2644
http://purl.obolibrary.org/obo/DOID_2645,http://purl.obolibrary.org/obo/hasDbXref,UMLS_CUI:C0025500
http://purl.obolibrary.org/obo/DOID_2645,http://purl.obolibrary.org/obo/hasDbXref_0,SNOMEDCT_US_2016_03_01:154491004
http://purl.obolibrary.org/obo/DOID_2645,http://purl.obolibrary.org/obo/hasDbXref_1,ICD10CM:C45.9
http://purl.obolibrary.org/obo/DOID_2645,http://purl.obolibrary.org/obo/hasDbXref_2,SNOMEDCT_US_2016_03_01:189837000
http://purl.obolibrary.org/obo/DOID_2645,http://purl.obolibrary.org/obo/hasDbXref_3,SNOMEDCT_US_2016_03_01:187873000
http://purl.obolibrary.org/obo/DOID_2645,http://purl.obolibrary.org/obo/hasDbXref_4,SNOMEDCT_US_2016_03_01:62064005
http://purl.obolibrary.org/obo/DOID_2645,http://purl.obolibrary.org/obo/hasDbXref_5,MESH:D008654
http://purl.obolibrary.org/obo/DOID_2645,http://purl.obolibrary.org/obo/hasDbXref_6,SNOMEDCT_US_2016_03_01:190110008
http://purl.obolibrary.org/obo/DOID_2645,http://purl.obolibrary.org/obo/hasDbXref_7,NCI:C3234
http://purl.obolibrary.org/obo/DOID_2645,http://purl.obolibrary.org/obo/hasDbXref_8,ICD10CM:C45
http://purl.obolibrary.org/obo/DOID_2645,http://purl.obolibrary.org/obo/hasExactSynonym,benign tumor of Mesothelium
http://purl.obolibrary.org/obo/DOID_2645,http://purl.obolibrary.org/obo/hasOBONamespace,disease_ontology
http://purl.obolibrary.org/obo/DOID_2645,http://purl.obolibrary.org/obo/id,DOID:2645
http://purl.obolibrary.org/obo/DOID_2645,http://www.w3.org/2000/01/rdf-schema#label,benign mesothelioma
http://purl.obolibrary.org/obo/DOID_2645,imported from,http://purl.obolibrary.org/obo/doid.owl
http://purl.obolibrary.org/obo/DOID_2645,Class ID_0,http://purl.obolibrary.org/obo/DOID_2645
http://purl.obolibrary.org/obo/DOID_3603,Preferred Label,"[""mucinous cystadenocarcinoma""]"
http://purl.obolibrary.org/obo/DOID_3603,Definitions,"A cystadenocarcinoma that derives_from epithelial cells originating in glandular tissue, with a capsulated structure and mucus-producing cells."
http://purl.obolibrary.org/obo/DOID_3603,Parents,http://purl.obolibrary.org/obo/DOID_3111
http://purl.obolibrary.org/obo/DOID_3603,definition,"A cystadenocarcinoma that derives_from epithelial cells originating in glandular tissue, with a capsulated structure and mucus-producing cells."
http://purl.obolibrary.org/obo/DOID_3603,http://data.bioontology.org/metadata/prefixIRI,DOID:3603
http://purl.obolibrary.org/obo/DOID_3603,http://purl.obolibrary.org/obo/hasDbXref,UMLS_CUI:C0206699
http://purl.obolibrary.org/obo/DOID_3603,http://purl.obolibrary.org/obo/hasDbXref_0,NCI:C3776
http://purl.obolibrary.org/obo/DOID_3603,http://purl.obolibrary.org/obo/hasDbXref_1,SNOMEDCT_US_2016_03_01:79143006
http://purl.obolibrary.org/obo/DOID_3603,http://purl.obolibrary.org/obo/hasDbXref_2,MESH:D018282
http://purl.obolibrary.org/obo/DOID_3603,http://purl.obolibrary.org/obo/hasDbXref_3,SNOMEDCT_US_2016_03_01:189692006
http://purl.obolibrary.org/obo/DOID_3603,http://purl.obolibrary.org/obo/hasExactSynonym,mucinous cystadenocarcinoma (morphologic abnormality)
http://purl.obolibrary.org/obo/DOID_3603,http://purl.obolibrary.org/obo/hasExactSynonym_0,Pseudomucinous cystadenocarcinoma
http://purl.obolibrary.org/obo/DOID_3603,http://purl.obolibrary.org/obo/hasExactSynonym_1,mucinous cystadenocarcinoma NOS (morphologic abnormality)
http://purl.obolibrary.org/obo/DOID_3603,http://purl.obolibrary.org/obo/hasOBONamespace,disease_ontology
http://purl.obolibrary.org/obo/DOID_3603,http://purl.obolibrary.org/obo/id,DOID:3603
http://purl.obolibrary.org/obo/DOID_3603,http://www.w3.org/2000/01/rdf-schema#label,mucinous cystadenocarcinoma
http://purl.obolibrary.org/obo/DOID_3603,imported from,http://purl.obolibrary.org/obo/doid.owl
http://purl.obolibrary.org/obo/DOID_3603,Class ID_0,http://purl.obolibrary.org/obo/DOID_3603
http://www.drugtargetontology.org/dto/DTO_02400041,Preferred Label,"[""Formyl peptide receptor gene""]"
http://www.drugtargetontology.org/dto/DTO_02400041,Parents,http://www.drugtargetontology.org/dto/DTO_02400002
http://www.drugtargetontology.org/dto/DTO_02400041,http://data.bioontology.org/metadata/prefixIRI,dto:DTO_02400041
http://www.drugtargetontology.org/dto/DTO_02400041,http://www.w3.org/2000/01/rdf-schema#label,Formyl peptide receptor gene
http://www.drugtargetontology.org/dto/DTO_02400041,Class ID_0,http://www.drugtargetontology.org/dto/DTO_02400041
